complaint_id,category,subcategory,title,description,location_address,ward_number,latitude,longitude,priority,status,created_date,resolved_date,resolution_time_hours
4005,"water","supply","Request for new water connection in Electronic City","Request for new water connection in Electronic City.","Electronic City Ward 45",27,13.0667,77.7375,"low","pending",2024-04-20,,
4006,"electricity","billing","Electricity bill discrepancy for Sarjapur Road","Electricity bill discrepancy for Sarjapur Road.","Sarjapur Road Ward 127",190,12.9824,77.5083,"low","pending",2024-08-03,,
4007,"roads","pothole","Request for zebra crossing near school in Jayanagar","Request for zebra crossing near school in Jayanagar.","Jayanagar Ward 120",94,13.0816,77.5664,"low","pending",2024-02-16,,
4008,"electricity","billing","Request for new street light installation in Banashankari","Request for new street light installation in Banashankari.","Banashankari Ward 119",106,12.9468,77.5742,"low","resolved",2024-08-24,2024-08-29,119
4009,"water","pressure","Request for new water connection in Electronic City","Request for new water connection in Electronic City.","Electronic City Ward 60",19,12.9451,77.5295,"low","resolved",2024-04-16,2024-04-16,3
4010,"electricity","outage","Request for underground cable instead of overhead in Jayanagar","Request for underground cable instead of overhead in Jayanagar.","Jayanagar Ward 112",77,13.0644,77.6046,"low","pending",2024-03-18,,
4011,"water","supply","Request for new water connection in Malleshwaram","Request for new water connection in Malleshwaram.","Malleshwaram Ward 186",118,13.0974,77.6638,"low","pending",2024-11-08,,
4012,"electricity","transformer","Electricity bill discrepancy for Electronic City","Electricity bill discrepancy for Electronic City.","Electronic City Ward 157",79,12.9486,77.5781,"low","escalated",2024-06-20,,
4013,"electricity","streetlight","Request for new street light installation in CV Raman Nagar","Request for new street light installation in CV Raman Nagar.","CV Raman Nagar Ward 75",71,12.9432,77.7415,"low","pending",2024-12-18,,
4014,"water","leakage","Request for scheduled maintenance of water tank in Jayanagar","Request for scheduled maintenance of water tank in Jayanagar.","Jayanagar Ward 195",118,12.9956,77.6592,"low","in-progress",2024-09-17,,
4015,"water","pressure","Request for new water connection in Basavanagudi","Request for new water connection in Basavanagudi.","Basavanagudi Ward 167",33,12.9104,77.7160,"low","escalated",2024-09-17,,
4016,"water","supply","Water meter reading correction request for Hebbal","Water meter reading correction request for Hebbal.","Hebbal Ward 11",12,12.8622,77.4627,"low","in-progress",2024-04-01,,
4017,"water","quality","Minor leak in water pipe near metro station","Minor leak in water pipe near metro station. Needs attention.","BTM Layout Ward 191",113,13.0330,77.5396,"low","in-progress",2024-07-13,,
4018,"roads","maintenance","Request for speed breaker installation in Yelahanka","Request for speed breaker installation in Yelahanka.","Yelahanka Ward 168",39,12.9391,77.5367,"low","in-progress",2024-08-11,,
4019,"water","quality","Request for scheduled maintenance of water tank in Malleshwaram","Request for scheduled maintenance of water tank in Malleshwaram.","Malleshwaram Ward 147",161,12.8364,77.6612,"low","resolved",2024-10-24,2024-10-25,21
4020,"electricity","billing","Request for new street light installation in Malleshwaram","Request for new street light installation in Malleshwaram.","Malleshwaram Ward 3",101,12.8333,77.7055,"low","in-progress",2024-06-05,,
4021,"water","pressure","Water meter reading correction request for RT Nagar","Water meter reading correction request for RT Nagar.","RT Nagar Ward 29",125,12.9557,77.6344,"low","in-progress",2024-09-03,,
4022,"roads","flooding","Minor road repair needed in JP Nagar","Minor road repair needed in JP Nagar.","JP Nagar Ward 61",164,13.0837,77.6183,"low","escalated",2024-07-01,,
4023,"electricity","transformer","Request for underground cable instead of overhead in Malleshwaram","Request for underground cable instead of overhead in Malleshwaram.","Malleshwaram Ward 141",49,12.9930,77.6532,"low","escalated",2024-11-21,,
4024,"electricity","billing","Minor issue with meter reading in Marathahalli","Minor issue with meter reading in Marathahalli.","Marathahalli Ward 190",61,12.8867,77.4490,"low","pending",2024-04-17,,
4025,"roads","repair","Minor road repair needed in RT Nagar","Minor road repair needed in RT Nagar.","RT Nagar Ward 144",2,13.1193,77.6342,"low","escalated",2024-03-16,,
4026,"water","quality","Request for scheduled maintenance of water tank in CV Raman Nagar","Request for scheduled maintenance of water tank in CV Raman Nagar.","CV Raman Nagar Ward 135",194,13.0001,77.6447,"low","pending",2024-11-16,,
4027,"electricity","transformer","Electricity bill discrepancy for Basavanagudi","Electricity bill discrepancy for Basavanagudi.","Basavanagudi Ward 93",197,12.8225,77.5478,"low","pending",2024-01-08,,
4028,"electricity","billing","Request for underground cable instead of overhead in HSR Layout","Request for underground cable instead of overhead in HSR Layout.","HSR Layout Ward 107",48,12.8958,77.7246,"low","pending",2024-03-25,,
4029,"water","leakage","Request for scheduled maintenance of water tank in RT Nagar","Request for scheduled maintenance of water tank in RT Nagar.","RT Nagar Ward 46",52,12.9901,77.6804,"low","in-progress",2024-04-26,,
4030,"electricity","billing","Request for underground cable instead of overhead in Basavanagudi","Request for underground cable instead of overhead in Basavanagudi.","Basavanagudi Ward 40",19,12.8486,77.6386,"low","escalated",2024-07-07,,
4031,"water","leakage","Water meter reading correction request for Yelahanka","Water meter reading correction request for Yelahanka.","Yelahanka Ward 195",182,12.9217,77.5836,"low","escalated",2024-08-16,,
4032,"water","supply","Minor leak in water pipe near school","Minor leak in water pipe near school. Needs attention.","Koramangala Ward 30",96,12.8286,77.5510,"low","escalated",2024-01-15,,
4033,"roads","maintenance","Minor road repair needed in Electronic City","Minor road repair needed in Electronic City.","Electronic City Ward 86",155,13.1032,77.5673,"low","escalated",2024-12-12,,
4034,"water","leakage","Request for new water connection in Whitefield","Request for new water connection in Whitefield.","Whitefield Ward 53",26,12.9280,77.6060,"low","escalated",2024-07-10,,
4035,"roads","flooding","Signboard missing near market area in CV Raman Nagar","Signboard missing near market area in CV Raman Nagar.","CV Raman Nagar Ward 188",67,12.8744,77.7288,"low","resolved",2024-08-19,2024-08-20,22
4036,"roads","repair","Request for speed breaker installation in Rajajinagar","Request for speed breaker installation in Rajajinagar.","Rajajinagar Ward 92",107,12.8438,77.6805,"low","in-progress",2024-05-18,,
4037,"roads","maintenance","Signboard missing near park entrance in HSR Layout","Signboard missing near park entrance in HSR Layout.","HSR Layout Ward 102",115,12.9252,77.5676,"low","pending",2024-08-15,,
4038,"electricity","streetlight","Electricity bill discrepancy for Rajajinagar","Electricity bill discrepancy for Rajajinagar.","Rajajinagar Ward 134",147,13.0037,77.5121,"low","escalated",2024-01-04,,
4039,"water","supply","Water meter reading correction request for Banashankari","Water meter reading correction request for Banashankari.","Banashankari Ward 186",1,12.8357,77.7174,"low","escalated",2024-08-07,,
4040,"electricity","billing","Electricity bill discrepancy for BTM Layout","Electricity bill discrepancy for BTM Layout.","BTM Layout Ward 136",166,12.8759,77.5418,"low","in-progress",2024-04-05,,
4041,"water","quality","Request for scheduled maintenance of water tank in Malleshwaram","Request for scheduled maintenance of water tank in Malleshwaram.","Malleshwaram Ward 18",168,13.0387,77.6111,"low","resolved",2024-07-15,2024-07-16,22
4042,"electricity","outage","Request for new street light installation in JP Nagar","Request for new street light installation in JP Nagar.","JP Nagar Ward 22",7,12.8751,77.6724,"low","pending",2024-06-09,,
4043,"water","supply","Request for new water connection in BTM Layout","Request for new water connection in BTM Layout.","BTM Layout Ward 50",155,12.8974,77.4513,"low","in-progress",2024-09-21,,
4044,"water","pressure","Request for new water connection in Koramangala","Request for new water connection in Koramangala.","Koramangala Ward 38",84,12.8783,77.7279,"low","in-progress",2024-10-02,,
4045,"roads","flooding","Minor road repair needed in Sarjapur Road","Minor road repair needed in Sarjapur Road.","Sarjapur Road Ward 174",34,13.0177,77.7103,"low","escalated",2024-12-01,,
4046,"roads","repair","Signboard missing near commercial center in Electronic City","Signboard missing near commercial center in Electronic City.","Electronic City Ward 114",181,12.8661,77.4680,"low","in-progress",2024-10-19,,
4047,"electricity","streetlight","Request for new street light installation in Yelahanka","Request for new street light installation in Yelahanka.","Yelahanka Ward 133",66,12.9136,77.6473,"low","in-progress",2024-04-27,,
4048,"water","quality","Request for scheduled maintenance of water tank in Koramangala","Request for scheduled maintenance of water tank in Koramangala.","Koramangala Ward 42",41,12.8819,77.4590,"low","resolved",2024-03-09,2024-03-13,88
4049,"roads","pothole","Minor road repair needed in Jayanagar","Minor road repair needed in Jayanagar.","Jayanagar Ward 11",89,13.0026,77.6082,"low","resolved",2024-03-13,2024-03-17,96
4050,"roads","flooding","Signboard missing near residential complex in Koramangala","Signboard missing near residential complex in Koramangala.","Koramangala Ward 45",130,12.8390,77.7253,"low","escalated",2024-02-13,,
4051,"roads","pothole","Request for zebra crossing near school in JP Nagar","Request for zebra crossing near school in JP Nagar.","JP Nagar Ward 138",76,12.9634,77.4888,"low","resolved",2024-12-16,2024-12-19,57
4052,"water","leakage","Request for scheduled maintenance of water tank in Yelahanka","Request for scheduled maintenance of water tank in Yelahanka.","Yelahanka Ward 138",98,13.0255,77.4903,"low","resolved",2024-02-15,2024-02-19,82
4053,"roads","flooding","Request for zebra crossing near school in Marathahalli","Request for zebra crossing near school in Marathahalli.","Marathahalli Ward 14",106,12.9006,77.5811,"low","resolved",2024-08-31,2024-09-04,95
4054,"water","leakage","Request for scheduled maintenance of water tank in Jayanagar","Request for scheduled maintenance of water tank in Jayanagar.","Jayanagar Ward 117",194,13.0037,77.4800,"low","escalated",2024-03-22,,
4055,"roads","repair","Signboard missing near metro station in Jayanagar","Signboard missing near metro station in Jayanagar.","Jayanagar Ward 10",154,12.8687,77.5729,"low","escalated",2024-12-02,,
4056,"water","quality","Request for new water connection in Yelahanka","Request for new water connection in Yelahanka.","Yelahanka Ward 32",124,12.9719,77.6962,"low","pending",2024-01-09,,
4057,"roads","pothole","Minor road repair needed in Yelahanka","Minor road repair needed in Yelahanka.","Yelahanka Ward 194",1,13.0343,77.5365,"low","escalated",2024-06-02,,
4058,"roads","maintenance","Minor road repair needed in BTM Layout","Minor road repair needed in BTM Layout.","BTM Layout Ward 87",83,12.9767,77.4552,"low","escalated",2024-04-15,,
4059,"water","leakage","Minor leak in water pipe near police station","Minor leak in water pipe near police station. Needs attention.","Basavanagudi Ward 132",156,12.8964,77.6783,"low","resolved",2024-04-03,2024-04-05,32
4060,"electricity","outage","Electricity bill discrepancy for Basavanagudi","Electricity bill discrepancy for Basavanagudi.","Basavanagudi Ward 112",67,12.8868,77.5471,"low","escalated",2024-09-09,,
4061,"water","quality","Request for scheduled maintenance of water tank in CV Raman Nagar","Request for scheduled maintenance of water tank in CV Raman Nagar.","CV Raman Nagar Ward 173",17,12.9945,77.5800,"low","in-progress",2024-10-18,,
4062,"water","quality","Request for scheduled maintenance of water tank in Electronic City","Request for scheduled maintenance of water tank in Electronic City.","Electronic City Ward 136",110,13.0947,77.4690,"low","resolved",2024-03-20,2024-03-25,121
4063,"water","quality","Request for scheduled maintenance of water tank in Hebbal","Request for scheduled maintenance of water tank in Hebbal.","Hebbal Ward 52",178,12.8660,77.5019,"low","pending",2024-01-02,,
4064,"roads","pothole","Request for zebra crossing near school in Malleshwaram","Request for zebra crossing near school in Malleshwaram.","Malleshwaram Ward 180",116,12.9546,77.4630,"low","in-progress",2024-02-04,,
4065,"roads","flooding","Request for zebra crossing near school in BTM Layout","Request for zebra crossing near school in BTM Layout.","BTM Layout Ward 182",114,13.1092,77.4955,"low","pending",2024-01-22,,
4066,"water","supply","Request for scheduled maintenance of water tank in Hebbal","Request for scheduled maintenance of water tank in Hebbal.","Hebbal Ward 167",25,13.0912,77.5330,"low","escalated",2024-02-14,,
4067,"electricity","transformer","Request for underground cable instead of overhead in Basavanagudi","Request for underground cable instead of overhead in Basavanagudi.","Basavanagudi Ward 90",59,12.8814,77.5903,"low","resolved",2024-09-30,2024-10-05,113
4068,"roads","pothole","Request for zebra crossing near school in Sarjapur Road","Request for zebra crossing near school in Sarjapur Road.","Sarjapur Road Ward 145",2,13.0732,77.4477,"low","escalated",2024-09-25,,
4069,"water","supply","Minor leak in water pipe near post office","Minor leak in water pipe near post office. Needs attention.","Malleshwaram Ward 54",147,12.9588,77.4998,"low","escalated",2024-09-04,,
4070,"roads","maintenance","Minor road repair needed in Kammanahalli","Minor road repair needed in Kammanahalli.","Kammanahalli Ward 125",67,12.8715,77.4473,"low","in-progress",2024-07-19,,
4071,"water","pressure","Minor leak in water pipe near shopping mall","Minor leak in water pipe near shopping mall. Needs attention.","BTM Layout Ward 175",28,13.0403,77.7147,"low","escalated",2024-05-14,,
4072,"roads","maintenance","Request for zebra crossing near school in JP Nagar","Request for zebra crossing near school in JP Nagar.","JP Nagar Ward 119",45,12.9354,77.5651,"low","pending",2024-09-17,,
4073,"water","supply","Request for new water connection in Sarjapur Road","Request for new water connection in Sarjapur Road.","Sarjapur Road Ward 50",138,12.9201,77.6857,"low","in-progress",2024-03-11,,
4074,"electricity","outage","Minor issue with meter reading in HSR Layout","Minor issue with meter reading in HSR Layout.","HSR Layout Ward 185",150,13.0258,77.7288,"low","pending",2024-03-17,,
4075,"water","pressure","Request for scheduled maintenance of water tank in Jayanagar","Request for scheduled maintenance of water tank in Jayanagar.","Jayanagar Ward 16",27,12.9457,77.4522,"low","in-progress",2024-12-18,,
4076,"water","pressure","Minor leak in water pipe near temple","Minor leak in water pipe near temple. Needs attention.","Marathahalli Ward 46",127,13.0903,77.4625,"low","resolved",2024-06-07,2024-06-08,29
4077,"roads","pothole","Request for zebra crossing near school in JP Nagar","Request for zebra crossing near school in JP Nagar.","JP Nagar Ward 151",129,13.0273,77.6159,"low","pending",2024-03-26,,
4078,"electricity","transformer","Request for new street light installation in Electronic City","Request for new street light installation in Electronic City.","Electronic City Ward 97",185,13.0278,77.7031,"low","escalated",2024-06-14,,
4079,"electricity","streetlight","Electricity bill discrepancy for Marathahalli","Electricity bill discrepancy for Marathahalli.","Marathahalli Ward 25",15,13.0357,77.4669,"low","resolved",2024-09-22,2024-09-24,30
4080,"roads","repair","Request for zebra crossing near school in RT Nagar","Request for zebra crossing near school in RT Nagar.","RT Nagar Ward 25",197,13.0242,77.6132,"low","resolved",2024-08-19,2024-08-20,10
4081,"water","pressure","Request for new water connection in Yelahanka","Request for new water connection in Yelahanka.","Yelahanka Ward 170",78,13.1127,77.4914,"low","escalated",2024-05-08,,
4082,"electricity","transformer","Electricity bill discrepancy for Electronic City","Electricity bill discrepancy for Electronic City.","Electronic City Ward 125",148,13.0267,77.5394,"low","resolved",2024-01-26,2024-01-28,37
4083,"water","leakage","Water meter reading correction request for Whitefield","Water meter reading correction request for Whitefield.","Whitefield Ward 162",181,12.9515,77.7201,"low","pending",2024-04-16,,
4084,"water","leakage","Request for new water connection in CV Raman Nagar","Request for new water connection in CV Raman Nagar.","CV Raman Nagar Ward 174",54,13.0270,77.5343,"low","in-progress",2024-05-18,,
4085,"roads","repair","Request for zebra crossing near school in Vijayanagar","Request for zebra crossing near school in Vijayanagar.","Vijayanagar Ward 30",142,12.8332,77.6198,"low","escalated",2024-08-25,,
4086,"water","leakage","Water meter reading correction request for Marathahalli","Water meter reading correction request for Marathahalli.","Marathahalli Ward 5",46,13.0255,77.6340,"low","escalated",2024-04-14,,
4087,"water","supply","Request for scheduled maintenance of water tank in JP Nagar","Request for scheduled maintenance of water tank in JP Nagar.","JP Nagar Ward 186",144,12.8519,77.5563,"low","escalated",2024-10-17,,
4088,"electricity","transformer","Minor issue with meter reading in JP Nagar","Minor issue with meter reading in JP Nagar.","JP Nagar Ward 152",59,12.8746,77.6744,"low","pending",2024-05-21,,
4089,"water","leakage","Water meter reading correction request for Koramangala","Water meter reading correction request for Koramangala.","Koramangala Ward 34",123,13.0183,77.4587,"low","resolved",2024-10-02,2024-10-07,105
4090,"electricity","billing","Electricity bill discrepancy for Indiranagar","Electricity bill discrepancy for Indiranagar.","Indiranagar Ward 184",95,12.8887,77.5604,"low","resolved",2024-11-19,2024-11-20,27
4091,"roads","repair","Signboard missing near commercial center in Electronic City","Signboard missing near commercial center in Electronic City.","Electronic City Ward 142",43,12.9422,77.7379,"low","pending",2024-01-26,,
4092,"electricity","outage","Minor issue with meter reading in BTM Layout","Minor issue with meter reading in BTM Layout.","BTM Layout Ward 106",143,12.9754,77.7022,"low","pending",2024-12-15,,
4093,"roads","flooding","Signboard missing near main junction in Vijayanagar","Signboard missing near main junction in Vijayanagar.","Vijayanagar Ward 76",97,13.0004,77.4739,"low","pending",2024-06-20,,
4094,"electricity","billing","Minor issue with meter reading in Yelahanka","Minor issue with meter reading in Yelahanka.","Yelahanka Ward 55",45,13.0532,77.6842,"low","resolved",2024-09-12,2024-09-14,49
4095,"roads","pothole","Request for zebra crossing near school in Marathahalli","Request for zebra crossing near school in Marathahalli.","Marathahalli Ward 118",37,12.9785,77.4711,"low","resolved",2024-07-05,2024-07-08,54
4096,"electricity","streetlight","Request for new street light installation in Electronic City","Request for new street light installation in Electronic City.","Electronic City Ward 100",116,13.0743,77.5712,"low","in-progress",2024-04-13,,
4097,"electricity","outage","Request for underground cable instead of overhead in BTM Layout","Request for underground cable instead of overhead in BTM Layout.","BTM Layout Ward 183",110,13.0691,77.5544,"low","in-progress",2024-11-22,,
4098,"roads","maintenance","Request for speed breaker installation in Banashankari","Request for speed breaker installation in Banashankari.","Banashankari Ward 82",7,12.8915,77.6327,"low","escalated",2024-12-02,,
4099,"roads","flooding","Signboard missing near shopping mall in Banashankari","Signboard missing near shopping mall in Banashankari.","Banashankari Ward 113",71,12.9378,77.4696,"low","in-progress",2024-12-10,,
4100,"electricity","outage","Request for underground cable instead of overhead in Electronic City","Request for underground cable instead of overhead in Electronic City.","Electronic City Ward 16",152,12.8456,77.6021,"low","resolved",2024-04-20,2024-04-23,54
4101,"roads","repair","Request for speed breaker installation in Banashankari","Request for speed breaker installation in Banashankari.","Banashankari Ward 77",35,12.9064,77.4812,"low","in-progress",2024-06-24,,
4102,"water","quality","Request for new water connection in Koramangala","Request for new water connection in Koramangala.","Koramangala Ward 43",193,12.9359,77.5334,"low","in-progress",2024-11-01,,
4103,"electricity","outage","Request for new street light installation in HSR Layout","Request for new street light installation in HSR Layout.","HSR Layout Ward 24",180,12.9790,77.4606,"low","resolved",2024-06-02,2024-06-05,62
4104,"electricity","transformer","Request for underground cable instead of overhead in Marathahalli","Request for underground cable instead of overhead in Marathahalli.","Marathahalli Ward 8",84,12.9575,77.4629,"low","resolved",2024-04-03,2024-04-07,81
4105,"roads","repair","Request for speed breaker installation in Jayanagar","Request for speed breaker installation in Jayanagar.","Jayanagar Ward 78",161,13.0330,77.5980,"low","escalated",2024-06-05,,
4106,"electricity","outage","Electricity bill discrepancy for Marathahalli","Electricity bill discrepancy for Marathahalli.","Marathahalli Ward 111",150,13.0107,77.5439,"low","resolved",2024-02-07,2024-02-12,119
4107,"water","pressure","Minor leak in water pipe near metro station","Minor leak in water pipe near metro station. Needs attention.","RT Nagar Ward 162",5,12.8801,77.7346,"low","escalated",2024-04-07,,
4108,"water","quality","Minor leak in water pipe near shopping mall","Minor leak in water pipe near shopping mall. Needs attention.","Hebbal Ward 194",43,12.9573,77.5541,"low","escalated",2024-05-01,,
4109,"electricity","transformer","Electricity bill discrepancy for Kammanahalli","Electricity bill discrepancy for Kammanahalli.","Kammanahalli Ward 197",13,13.0418,77.6334,"low","in-progress",2024-12-13,,
4110,"electricity","outage","Electricity bill discrepancy for Jayanagar","Electricity bill discrepancy for Jayanagar.","Jayanagar Ward 122",165,12.9221,77.4942,"low","in-progress",2024-09-02,,
4111,"water","quality","Request for scheduled maintenance of water tank in Marathahalli","Request for scheduled maintenance of water tank in Marathahalli.","Marathahalli Ward 194",102,13.0667,77.6995,"low","in-progress",2024-03-15,,
4112,"water","supply","Water meter reading correction request for Whitefield","Water meter reading correction request for Whitefield.","Whitefield Ward 32",160,13.0139,77.5834,"low","escalated",2024-03-15,,
4113,"electricity","billing","Electricity bill discrepancy for Malleshwaram","Electricity bill discrepancy for Malleshwaram.","Malleshwaram Ward 181",34,12.8840,77.5435,"low","resolved",2024-08-02,2024-08-07,119
4114,"roads","flooding","Request for zebra crossing near school in HSR Layout","Request for zebra crossing near school in HSR Layout.","HSR Layout Ward 169",142,13.0267,77.5452,"low","pending",2024-04-14,,
4115,"roads","maintenance","Signboard missing near metro station in Vijayanagar","Signboard missing near metro station in Vijayanagar.","Vijayanagar Ward 114",105,12.8640,77.5704,"low","in-progress",2024-10-27,,
4116,"roads","maintenance","Signboard missing near post office in Hebbal","Signboard missing near post office in Hebbal.","Hebbal Ward 113",125,12.8744,77.4571,"low","pending",2024-07-14,,
4117,"water","pressure","Request for scheduled maintenance of water tank in Rajajinagar","Request for scheduled maintenance of water tank in Rajajinagar.","Rajajinagar Ward 101",64,12.9026,77.7118,"low","escalated",2024-02-23,,
4118,"electricity","streetlight","Minor issue with meter reading in Jayanagar","Minor issue with meter reading in Jayanagar.","Jayanagar Ward 142",154,13.0829,77.4643,"low","resolved",2024-01-01,2024-01-02,11
4119,"electricity","streetlight","Minor issue with meter reading in Vijayanagar","Minor issue with meter reading in Vijayanagar.","Vijayanagar Ward 55",195,13.1021,77.7114,"low","resolved",2024-03-10,2024-03-11,9
4120,"roads","pothole","Request for zebra crossing near school in Banashankari","Request for zebra crossing near school in Banashankari.","Banashankari Ward 135",108,13.0021,77.4586,"low","escalated",2024-03-12,,
4121,"water","quality","Water meter reading correction request for Hebbal","Water meter reading correction request for Hebbal.","Hebbal Ward 107",19,13.0282,77.6420,"low","pending",2024-04-02,,
4122,"water","pressure","Minor leak in water pipe near park entrance","Minor leak in water pipe near park entrance. Needs attention.","Basavanagudi Ward 33",153,13.0208,77.7152,"low","pending",2024-10-17,,
4123,"water","leakage","Request for scheduled maintenance of water tank in Sarjapur Road","Request for scheduled maintenance of water tank in Sarjapur Road.","Sarjapur Road Ward 70",120,13.1193,77.4970,"low","pending",2024-07-09,,
4124,"electricity","transformer","Request for underground cable instead of overhead in BTM Layout","Request for underground cable instead of overhead in BTM Layout.","BTM Layout Ward 44",165,12.9119,77.6851,"low","pending",2024-04-04,,
4125,"electricity","transformer","Request for underground cable instead of overhead in BTM Layout","Request for underground cable instead of overhead in BTM Layout.","BTM Layout Ward 69",46,12.8234,77.7253,"low","resolved",2024-01-12,2024-01-15,61
4126,"electricity","outage","Request for new street light installation in CV Raman Nagar","Request for new street light installation in CV Raman Nagar.","CV Raman Nagar Ward 179",94,12.8772,77.5128,"low","escalated",2024-10-21,,
4127,"water","supply","Request for scheduled maintenance of water tank in BTM Layout","Request for scheduled maintenance of water tank in BTM Layout.","BTM Layout Ward 165",15,12.8582,77.4866,"low","escalated",2024-11-16,,
4128,"water","supply","Request for new water connection in Malleshwaram","Request for new water connection in Malleshwaram.","Malleshwaram Ward 112",70,12.9885,77.5760,"low","pending",2024-12-15,,
4129,"roads","repair","Minor road repair needed in Banashankari","Minor road repair needed in Banashankari.","Banashankari Ward 126",41,13.0636,77.5546,"low","escalated",2024-08-25,,
4130,"electricity","transformer","Minor issue with meter reading in Banashankari","Minor issue with meter reading in Banashankari.","Banashankari Ward 172",2,12.9861,77.5982,"low","escalated",2024-07-06,,
4131,"electricity","billing","Request for underground cable instead of overhead in Kammanahalli","Request for underground cable instead of overhead in Kammanahalli.","Kammanahalli Ward 88",67,12.9539,77.4577,"low","escalated",2024-06-04,,
4132,"electricity","transformer","Electricity bill discrepancy for Koramangala","Electricity bill discrepancy for Koramangala.","Koramangala Ward 7",102,12.9679,77.6443,"low","escalated",2024-09-21,,
4133,"electricity","billing","Minor issue with meter reading in Rajajinagar","Minor issue with meter reading in Rajajinagar.","Rajajinagar Ward 170",31,13.0349,77.6630,"low","pending",2024-05-24,,
4134,"water","leakage","Request for scheduled maintenance of water tank in Yelahanka","Request for scheduled maintenance of water tank in Yelahanka.","Yelahanka Ward 140",42,12.8357,77.5545,"low","resolved",2024-01-19,2024-01-23,92
4135,"electricity","billing","Electricity bill discrepancy for Electronic City","Electricity bill discrepancy for Electronic City.","Electronic City Ward 19",148,13.1107,77.5809,"low","escalated",2024-12-05,,
4136,"water","leakage","Water meter reading correction request for Electronic City","Water meter reading correction request for Electronic City.","Electronic City Ward 152",39,12.8646,77.6731,"low","escalated",2024-12-27,,
4137,"electricity","outage","Electricity bill discrepancy for HSR Layout","Electricity bill discrepancy for HSR Layout.","HSR Layout Ward 27",32,13.1153,77.6816,"low","resolved",2024-05-07,2024-05-10,70
4138,"electricity","billing","Minor issue with meter reading in Banashankari","Minor issue with meter reading in Banashankari.","Banashankari Ward 115",23,13.0502,77.5598,"low","escalated",2024-01-15,,
4139,"electricity","outage","Request for new street light installation in Electronic City","Request for new street light installation in Electronic City.","Electronic City Ward 149",103,12.9918,77.6444,"low","in-progress",2024-02-25,,
4140,"electricity","outage","Request for new street light installation in Basavanagudi","Request for new street light installation in Basavanagudi.","Basavanagudi Ward 70",198,12.9783,77.6791,"low","escalated",2024-07-22,,
4141,"water","pressure","Minor leak in water pipe near hospital","Minor leak in water pipe near hospital. Needs attention.","Marathahalli Ward 112",189,12.8371,77.7128,"low","resolved",2024-04-07,2024-04-11,79
4142,"water","quality","Request for new water connection in Marathahalli","Request for new water connection in Marathahalli.","Marathahalli Ward 163",40,13.0760,77.5028,"low","in-progress",2024-05-08,,
4143,"water","leakage","Water meter reading correction request for CV Raman Nagar","Water meter reading correction request for CV Raman Nagar.","CV Raman Nagar Ward 162",91,13.0406,77.6768,"low","in-progress",2024-02-07,,
4144,"roads","flooding","Minor road repair needed in Koramangala","Minor road repair needed in Koramangala.","Koramangala Ward 24",78,12.9517,77.6185,"low","escalated",2024-08-16,,
4145,"water","leakage","Request for new water connection in Indiranagar","Request for new water connection in Indiranagar.","Indiranagar Ward 14",96,12.8441,77.6345,"low","resolved",2024-03-03,2024-03-08,115
4146,"electricity","transformer","Request for underground cable instead of overhead in JP Nagar","Request for underground cable instead of overhead in JP Nagar.","JP Nagar Ward 54",161,13.0629,77.7105,"low","resolved",2024-12-23,2024-12-27,94
4147,"electricity","outage","Minor issue with meter reading in BTM Layout","Minor issue with meter reading in BTM Layout.","BTM Layout Ward 133",63,12.8321,77.4945,"low","resolved",2024-04-02,2024-04-07,120
4148,"water","leakage","Minor leak in water pipe near bus stop","Minor leak in water pipe near bus stop. Needs attention.","Banashankari Ward 44",44,13.0601,77.6988,"low","resolved",2024-05-21,2024-05-26,106
4149,"water","quality","Water meter reading correction request for RT Nagar","Water meter reading correction request for RT Nagar.","RT Nagar Ward 64",156,12.8887,77.6465,"low","resolved",2024-03-08,2024-03-12,100
4150,"water","leakage","Minor leak in water pipe near commercial center","Minor leak in water pipe near commercial center. Needs attention.","JP Nagar Ward 61",162,12.9796,77.5734,"low","in-progress",2024-06-11,,
4151,"roads","pothole","Request for speed breaker installation in Koramangala","Request for speed breaker installation in Koramangala.","Koramangala Ward 58",86,13.0755,77.6498,"low","pending",2024-05-14,,
4152,"roads","maintenance","Request for speed breaker installation in Basavanagudi","Request for speed breaker installation in Basavanagudi.","Basavanagudi Ward 166",101,12.8685,77.5341,"low","pending",2024-11-01,,
4153,"water","quality","Minor leak in water pipe near police station","Minor leak in water pipe near police station. Needs attention.","Jayanagar Ward 122",33,12.9926,77.5489,"low","escalated",2024-09-09,,
4154,"water","quality","Water meter reading correction request for Jayanagar","Water meter reading correction request for Jayanagar.","Jayanagar Ward 37",32,12.8467,77.6623,"low","in-progress",2024-03-19,,
4155,"roads","maintenance","Request for speed breaker installation in Rajajinagar","Request for speed breaker installation in Rajajinagar.","Rajajinagar Ward 169",7,12.9539,77.6797,"low","escalated",2024-04-15,,
4156,"electricity","transformer","Request for underground cable instead of overhead in BTM Layout","Request for underground cable instead of overhead in BTM Layout.","BTM Layout Ward 61",32,12.9156,77.6007,"low","escalated",2024-05-13,,
4157,"water","supply","Water meter reading correction request for Basavanagudi","Water meter reading correction request for Basavanagudi.","Basavanagudi Ward 104",164,12.8941,77.5393,"low","in-progress",2024-03-20,,
